"model_type","ppi_type","design","n","delta","emp_power","mc_se"
"glm_correct","PPI","PPI_noncrossfit",300,0,0.054,0.0101078187557949
"glm_correct","PPI","PPI_noncrossfit",300,0.05,0.062,0.0107848041243223
"glm_correct","PPI","PPI_noncrossfit",300,0.05,0.062,0.0107848041243223
"glm_correct","PPI","PPI_noncrossfit",300,0.05,0.062,0.0107848041243223
"glm_correct","PPI","PPI_noncrossfit",300,0.1,0.13,0.0150399468084166
"glm_correct","PPI","PPI_noncrossfit",300,0.1,0.13,0.0150399468084166
"glm_correct","PPI","PPI_noncrossfit",300,0.1,0.13,0.0150399468084166
"glm_correct","PPI","PPI_noncrossfit",300,0.15,0.254,0.0194671004517879
"glm_correct","PPI","PPI_noncrossfit",300,0.15,0.254,0.0194671004517879
"glm_correct","PPI","PPI_noncrossfit",300,0.15,0.254,0.0194671004517879
"glm_correct","PPI","PPI_noncrossfit",300,0.2,0.434,0.0221650174825106
"glm_correct","PPI","PPI_noncrossfit",300,0.2,0.434,0.0221650174825106
"glm_correct","PPI","PPI_noncrossfit",300,0.2,0.434,0.0221650174825106
"glm_correct","PPI","PPI_noncrossfit",300,0.25,0.63,0.0215916650585359
"glm_correct","PPI","PPI_noncrossfit",300,0.25,0.63,0.0215916650585359
"glm_correct","PPI","PPI_noncrossfit",300,0.25,0.63,0.0215916650585359
"glm_correct","PPI","PPI_noncrossfit",300,0.3,0.772,0.0187625158227781
"glm_correct","PPI","PPI_noncrossfit",300,0.3,0.772,0.0187625158227781
"glm_correct","PPI","PPI_noncrossfit",300,0.3,0.772,0.0187625158227781
"glm_correct","PPI","PPI_noncrossfit",300,0.35,0.894,0.0137669168661687
"glm_correct","PPI","PPI_noncrossfit",300,0.35,0.894,0.0137669168661687
"glm_correct","PPI","PPI_noncrossfit",300,0.35,0.894,0.0137669168661687
"glm_correct","PPI","PPI_noncrossfit",300,0.4,0.964,0.0083311463797007
"glm_correct","PPI","PPI_noncrossfit",300,0.4,0.964,0.0083311463797007
"glm_correct","PPI","PPI_noncrossfit",300,0.4,0.964,0.0083311463797007
"glm_correct","PPI","PPI_noncrossfit",300,0.45,0.984,0.00561141693336006
"glm_correct","PPI","PPI_noncrossfit",300,0.45,0.984,0.00561141693336006
"glm_correct","PPI","PPI_noncrossfit",300,0.45,0.984,0.00561141693336006
"glm_correct","PPI","PPI_noncrossfit",300,0.5,0.992,0.0039839678713564
"glm_correct","PPI","PPI_noncrossfit",300,0.5,0.992,0.0039839678713564
"glm_correct","PPI","PPI_noncrossfit",300,0.5,0.992,0.0039839678713564
"glm_correct","PPI","PPI_noncrossfit",300,0.55,1,0
"glm_correct","PPI","PPI_noncrossfit",300,0.55,1,0
"glm_correct","PPI","PPI_noncrossfit",300,0.55,1,0
"glm_correct","PPI","PPI_noncrossfit",300,0.6,1,0
"glm_correct","PPI","PPI_noncrossfit",300,0.6,1,0
"glm_correct","PPI","PPI_noncrossfit",300,0.6,1,0
"glm_correct","PPI++","PPI++_crossfit",50,0,0.05,0.00974679434480896
"glm_correct","PPI++","PPI++_crossfit",50,0,0.05,0.00974679434480896
"glm_correct","PPI++","PPI++_crossfit",50,0.05,0.062,0.0107848041243223
"glm_correct","PPI++","PPI++_crossfit",50,0.05,0.062,0.0107848041243223
"glm_correct","PPI++","PPI++_crossfit",50,0.1,0.088,0.0126693330526907
"glm_correct","PPI++","PPI++_crossfit",50,0.1,0.088,0.0126693330526907
"glm_correct","PPI++","PPI++_crossfit",50,0.15,0.11,0.0139928553197694
"glm_correct","PPI++","PPI++_crossfit",50,0.15,0.11,0.0139928553197694
"glm_correct","PPI++","PPI++_crossfit",50,0.2,0.136,0.0153299706457645
"glm_correct","PPI++","PPI++_crossfit",50,0.2,0.136,0.0153299706457645
"glm_correct","PPI++","PPI++_crossfit",50,0.25,0.182,0.0172554918793989
"glm_correct","PPI++","PPI++_crossfit",50,0.25,0.182,0.0172554918793989
"glm_correct","PPI++","PPI++_crossfit",50,0.3,0.26,0.0196163197363828
"glm_correct","PPI++","PPI++_crossfit",50,0.3,0.26,0.0196163197363828
"glm_correct","PPI++","PPI++_crossfit",50,0.35,0.324,0.020929596269398
"glm_correct","PPI++","PPI++_crossfit",50,0.35,0.324,0.020929596269398
"glm_correct","PPI++","PPI++_crossfit",50,0.4,0.428,0.022127629787214
"glm_correct","PPI++","PPI++_crossfit",50,0.4,0.428,0.022127629787214
"glm_correct","PPI++","PPI++_crossfit",50,0.45,0.506,0.022359069748091
"glm_correct","PPI++","PPI++_crossfit",50,0.45,0.506,0.022359069748091
"glm_correct","PPI++","PPI++_crossfit",50,0.5,0.606,0.021852414054287
"glm_correct","PPI++","PPI++_crossfit",50,0.5,0.606,0.021852414054287
"glm_correct","PPI++","PPI++_crossfit",50,0.55,0.702,0.0204546327270865
"glm_correct","PPI++","PPI++_crossfit",50,0.55,0.702,0.0204546327270865
"glm_correct","PPI++","PPI++_crossfit",50,0.6,0.748,0.0194162818273736
"glm_correct","PPI++","PPI++_crossfit",50,0.6,0.748,0.0194162818273736
"glm_correct","PPI++","PPI++_crossfit",100,0,0.046,0.00936845771725528
"glm_correct","PPI++","PPI++_crossfit",100,0,0.046,0.00936845771725528
"glm_correct","PPI++","PPI++_crossfit",100,0.05,0.054,0.0101078187557949
"glm_correct","PPI++","PPI++_crossfit",100,0.05,0.054,0.0101078187557949
"glm_correct","PPI++","PPI++_crossfit",100,0.1,0.094,0.0130509769749241
"glm_correct","PPI++","PPI++_crossfit",100,0.1,0.094,0.0130509769749241
"glm_correct","PPI++","PPI++_crossfit",100,0.15,0.184,0.0173288199251998
"glm_correct","PPI++","PPI++_crossfit",100,0.15,0.184,0.0173288199251998
"glm_correct","PPI++","PPI++_crossfit",100,0.2,0.276,0.0199911980631477
"glm_correct","PPI++","PPI++_crossfit",100,0.2,0.276,0.0199911980631477
"glm_correct","PPI++","PPI++_crossfit",100,0.25,0.376,0.0216621328589777
"glm_correct","PPI++","PPI++_crossfit",100,0.25,0.376,0.0216621328589777
"glm_correct","PPI++","PPI++_crossfit",100,0.3,0.488,0.0223542389716134
"glm_correct","PPI++","PPI++_crossfit",100,0.3,0.488,0.0223542389716134
"glm_correct","PPI++","PPI++_crossfit",100,0.35,0.622,0.0216848334095515
"glm_correct","PPI++","PPI++_crossfit",100,0.35,0.622,0.0216848334095515
"glm_correct","PPI++","PPI++_crossfit",100,0.4,0.732,0.0198078772209442
"glm_correct","PPI++","PPI++_crossfit",100,0.4,0.732,0.0198078772209442
"glm_correct","PPI++","PPI++_crossfit",100,0.45,0.812,0.0174731794473702
"glm_correct","PPI++","PPI++_crossfit",100,0.45,0.812,0.0174731794473702
"glm_correct","PPI++","PPI++_crossfit",100,0.5,0.888,0.014103616557465
"glm_correct","PPI++","PPI++_crossfit",100,0.5,0.888,0.014103616557465
"glm_correct","PPI++","PPI++_crossfit",100,0.55,0.92,0.0121326007104825
"glm_correct","PPI++","PPI++_crossfit",100,0.55,0.92,0.0121326007104825
"glm_correct","PPI++","PPI++_crossfit",100,0.6,0.958,0.00897061870775924
"glm_correct","PPI++","PPI++_crossfit",100,0.6,0.958,0.00897061870775924
"glm_correct","PPI++","PPI++_crossfit",150,0,0.05,0.00974679434480896
"glm_correct","PPI++","PPI++_crossfit",150,0,0.05,0.00974679434480896
"glm_correct","PPI++","PPI++_crossfit",150,0.05,0.064,0.0109456840809517
"glm_correct","PPI++","PPI++_crossfit",150,0.05,0.064,0.0109456840809517
"glm_correct","PPI++","PPI++_crossfit",150,0.1,0.112,0.014103616557465
"glm_correct","PPI++","PPI++_crossfit",150,0.1,0.112,0.014103616557465
"glm_correct","PPI++","PPI++_crossfit",150,0.15,0.2,0.0178885438199983
"glm_correct","PPI++","PPI++_crossfit",150,0.15,0.2,0.0178885438199983
"glm_correct","PPI++","PPI++_crossfit",150,0.2,0.306,0.0206089301032344
"glm_correct","PPI++","PPI++_crossfit",150,0.2,0.306,0.0206089301032344
"glm_correct","PPI++","PPI++_crossfit",150,0.25,0.464,0.0223026455829796
"glm_correct","PPI++","PPI++_crossfit",150,0.25,0.464,0.0223026455829796
"glm_correct","PPI++","PPI++_crossfit",150,0.3,0.62,0.0217071416819442
"glm_correct","PPI++","PPI++_crossfit",150,0.3,0.62,0.0217071416819442
"glm_correct","PPI++","PPI++_crossfit",150,0.35,0.714,0.0202091068580479
"glm_correct","PPI++","PPI++_crossfit",150,0.35,0.714,0.0202091068580479
"glm_correct","PPI++","PPI++_crossfit",150,0.4,0.834,0.0166399519230075
"glm_correct","PPI++","PPI++_crossfit",150,0.4,0.834,0.0166399519230075
"glm_correct","PPI++","PPI++_crossfit",150,0.45,0.906,0.0130509769749241
"glm_correct","PPI++","PPI++_crossfit",150,0.45,0.906,0.0130509769749241
"glm_correct","PPI++","PPI++_crossfit",150,0.5,0.944,0.0102824121683582
"glm_correct","PPI++","PPI++_crossfit",150,0.5,0.944,0.0102824121683582
"glm_correct","PPI++","PPI++_crossfit",150,0.55,0.966,0.00810481338464989
"glm_correct","PPI++","PPI++_crossfit",150,0.55,0.966,0.00810481338464989
"glm_correct","PPI++","PPI++_crossfit",150,0.6,0.984,0.00561141693336006
"glm_correct","PPI++","PPI++_crossfit",150,0.6,0.984,0.00561141693336006
"glm_correct","PPI++","PPI++_crossfit",200,0,0.058,0.0104533248299285
"glm_correct","PPI++","PPI++_crossfit",200,0,0.058,0.0104533248299285
"glm_correct","PPI++","PPI++_crossfit",200,0.05,0.08,0.0121326007104825
"glm_correct","PPI++","PPI++_crossfit",200,0.05,0.08,0.0121326007104825
"glm_correct","PPI++","PPI++_crossfit",200,0.1,0.138,0.01542439626047
"glm_correct","PPI++","PPI++_crossfit",200,0.1,0.138,0.01542439626047
"glm_correct","PPI++","PPI++_crossfit",200,0.15,0.278,0.0200357680162254
"glm_correct","PPI++","PPI++_crossfit",200,0.15,0.278,0.0200357680162254
"glm_correct","PPI++","PPI++_crossfit",200,0.2,0.392,0.0218328193323721
"glm_correct","PPI++","PPI++_crossfit",200,0.2,0.392,0.0218328193323721
"glm_correct","PPI++","PPI++_crossfit",200,0.25,0.52,0.0223427840700303
"glm_correct","PPI++","PPI++_crossfit",200,0.25,0.52,0.0223427840700303
"glm_correct","PPI++","PPI++_crossfit",200,0.3,0.676,0.020929596269398
"glm_correct","PPI++","PPI++_crossfit",200,0.3,0.676,0.020929596269398
"glm_correct","PPI++","PPI++_crossfit",200,0.35,0.794,0.0180866801818355
"glm_correct","PPI++","PPI++_crossfit",200,0.35,0.794,0.0180866801818355
"glm_correct","PPI++","PPI++_crossfit",200,0.4,0.884,0.0143208938268531
"glm_correct","PPI++","PPI++_crossfit",200,0.4,0.884,0.0143208938268531
"glm_correct","PPI++","PPI++_crossfit",200,0.45,0.954,0.00936845771725528
"glm_correct","PPI++","PPI++_crossfit",200,0.45,0.954,0.00936845771725528
"glm_correct","PPI++","PPI++_crossfit",200,0.5,0.986,0.00525433154644813
"glm_correct","PPI++","PPI++_crossfit",200,0.5,0.986,0.00525433154644813
"glm_correct","PPI++","PPI++_crossfit",200,0.55,0.992,0.0039839678713564
"glm_correct","PPI++","PPI++_crossfit",200,0.55,0.992,0.0039839678713564
"glm_correct","PPI++","PPI++_crossfit",200,0.6,1,0
"glm_correct","PPI++","PPI++_crossfit",200,0.6,1,0
"glm_correct","PPI++","PPI++_crossfit",300,0,0.034,0.00810481338464989
"glm_correct","PPI++","PPI++_crossfit",300,0,0.034,0.00810481338464989
"glm_correct","PPI++","PPI++_crossfit",300,0.05,0.074,0.0117067501895274
"glm_correct","PPI++","PPI++_crossfit",300,0.05,0.074,0.0117067501895274
"glm_correct","PPI++","PPI++_crossfit",300,0.1,0.158,0.0163117135825762
"glm_correct","PPI++","PPI++_crossfit",300,0.1,0.158,0.0163117135825762
"glm_correct","PPI++","PPI++_crossfit",300,0.15,0.294,0.0203746901816936
"glm_correct","PPI++","PPI++_crossfit",300,0.15,0.294,0.0203746901816936
"glm_correct","PPI++","PPI++_crossfit",300,0.2,0.488,0.0223542389716134
"glm_correct","PPI++","PPI++_crossfit",300,0.2,0.488,0.0223542389716134
"glm_correct","PPI++","PPI++_crossfit",300,0.25,0.642,0.0214399626865347
"glm_correct","PPI++","PPI++_crossfit",300,0.25,0.642,0.0214399626865347
"glm_correct","PPI++","PPI++_crossfit",300,0.3,0.816,0.0173288199251998
"glm_correct","PPI++","PPI++_crossfit",300,0.3,0.816,0.0173288199251998
"glm_correct","PPI++","PPI++_crossfit",300,0.35,0.94,0.0106207344378814
"glm_correct","PPI++","PPI++_crossfit",300,0.35,0.94,0.0106207344378814
"glm_correct","PPI++","PPI++_crossfit",300,0.4,0.976,0.00684455988358638
"glm_correct","PPI++","PPI++_crossfit",300,0.4,0.976,0.00684455988358638
"glm_correct","PPI++","PPI++_crossfit",300,0.45,0.992,0.0039839678713564
"glm_correct","PPI++","PPI++_crossfit",300,0.45,0.992,0.0039839678713564
"glm_correct","PPI++","PPI++_crossfit",300,0.5,0.996,0.00282276460230038
"glm_correct","PPI++","PPI++_crossfit",300,0.5,0.996,0.00282276460230038
"glm_correct","PPI++","PPI++_crossfit",300,0.55,0.998,0.00199799899899875
"glm_correct","PPI++","PPI++_crossfit",300,0.55,0.998,0.00199799899899875
"glm_correct","PPI++","PPI++_crossfit",300,0.6,1,0
"glm_correct","PPI++","PPI++_crossfit",300,0.6,1,0
"glm_correct","PPI++","PPI++_independent_split",50,0,0.052,0.00992935043192655
"glm_correct","PPI++","PPI++_independent_split",50,0,0.052,0.00992935043192655
"glm_correct","PPI++","PPI++_independent_split",50,0.05,0.064,0.0109456840809517
"glm_correct","PPI++","PPI++_independent_split",50,0.05,0.064,0.0109456840809517
"glm_correct","PPI++","PPI++_independent_split",50,0.1,0.082,0.0122699633251286
"glm_correct","PPI++","PPI++_independent_split",50,0.1,0.082,0.0122699633251286
"glm_correct","PPI++","PPI++_independent_split",50,0.15,0.124,0.0147393351274744
"glm_correct","PPI++","PPI++_independent_split",50,0.15,0.124,0.0147393351274744
"glm_correct","PPI++","PPI++_independent_split",50,0.2,0.164,0.0165592270351004
"glm_correct","PPI++","PPI++_independent_split",50,0.2,0.164,0.0165592270351004
"glm_correct","PPI++","PPI++_independent_split",50,0.25,0.224,0.0186453211289052
"glm_correct","PPI++","PPI++_independent_split",50,0.25,0.224,0.0186453211289052
"glm_correct","PPI++","PPI++_independent_split",50,0.3,0.282,0.0201234191925726
"glm_correct","PPI++","PPI++_independent_split",50,0.3,0.282,0.0201234191925726
"glm_correct","PPI++","PPI++_independent_split",50,0.35,0.372,0.0216155499583055
"glm_correct","PPI++","PPI++_independent_split",50,0.35,0.372,0.0216155499583055
"glm_correct","PPI++","PPI++_independent_split",50,0.4,0.448,0.0222394244529844
"glm_correct","PPI++","PPI++_independent_split",50,0.4,0.448,0.0222394244529844
"glm_correct","PPI++","PPI++_independent_split",50,0.45,0.528,0.0223255906976725
"glm_correct","PPI++","PPI++_independent_split",50,0.45,0.528,0.0223255906976725
"glm_correct","PPI++","PPI++_independent_split",50,0.5,0.608,0.0218328193323721
"glm_correct","PPI++","PPI++_independent_split",50,0.5,0.608,0.0218328193323721
"glm_correct","PPI++","PPI++_independent_split",50,0.55,0.674,0.0209630150503214
"glm_correct","PPI++","PPI++_independent_split",50,0.55,0.674,0.0209630150503214
"glm_correct","PPI++","PPI++_independent_split",50,0.6,0.752,0.0193130008025682
"glm_correct","PPI++","PPI++_independent_split",50,0.6,0.752,0.0193130008025682
"glm_correct","PPI++","PPI++_independent_split",100,0,0.052,0.00992935043192655
"glm_correct","PPI++","PPI++_independent_split",100,0,0.052,0.00992935043192655
"glm_correct","PPI++","PPI++_independent_split",100,0.05,0.07,0.0114105214604767
"glm_correct","PPI++","PPI++_independent_split",100,0.05,0.07,0.0114105214604767
"glm_correct","PPI++","PPI++_independent_split",100,0.1,0.124,0.0147393351274744
"glm_correct","PPI++","PPI++_independent_split",100,0.1,0.124,0.0147393351274744
"glm_correct","PPI++","PPI++_independent_split",100,0.15,0.184,0.0173288199251998
"glm_correct","PPI++","PPI++_independent_split",100,0.15,0.184,0.0173288199251998
"glm_correct","PPI++","PPI++_independent_split",100,0.2,0.268,0.0198078772209442
"glm_correct","PPI++","PPI++_independent_split",100,0.2,0.268,0.0198078772209442
"glm_correct","PPI++","PPI++_independent_split",100,0.25,0.386,0.0217717247823869
"glm_correct","PPI++","PPI++_independent_split",100,0.25,0.386,0.0217717247823869
"glm_correct","PPI++","PPI++_independent_split",100,0.3,0.538,0.0222960086114085
"glm_correct","PPI++","PPI++_independent_split",100,0.3,0.538,0.0222960086114085
"glm_correct","PPI++","PPI++_independent_split",100,0.35,0.646,0.0213861637513604
"glm_correct","PPI++","PPI++_independent_split",100,0.35,0.646,0.0213861637513604
"glm_correct","PPI++","PPI++_independent_split",100,0.4,0.736,0.0197131428240146
"glm_correct","PPI++","PPI++_independent_split",100,0.4,0.736,0.0197131428240146
"glm_correct","PPI++","PPI++_independent_split",100,0.45,0.824,0.017030795636141
"glm_correct","PPI++","PPI++_independent_split",100,0.45,0.824,0.017030795636141
"glm_correct","PPI++","PPI++_independent_split",100,0.5,0.872,0.0149409504383088
"glm_correct","PPI++","PPI++_independent_split",100,0.5,0.872,0.0149409504383088
"glm_correct","PPI++","PPI++_independent_split",100,0.55,0.916,0.0124051602166195
"glm_correct","PPI++","PPI++_independent_split",100,0.55,0.916,0.0124051602166195
"glm_correct","PPI++","PPI++_independent_split",100,0.6,0.942,0.0104533248299285
"glm_correct","PPI++","PPI++_independent_split",100,0.6,0.942,0.0104533248299285
"glm_correct","PPI++","PPI++_independent_split",150,0,0.044,0.00917213170424411
"glm_correct","PPI++","PPI++_independent_split",150,0,0.044,0.00917213170424411
"glm_correct","PPI++","PPI++_independent_split",150,0.05,0.046,0.00936845771725528
"glm_correct","PPI++","PPI++_independent_split",150,0.05,0.046,0.00936845771725528
"glm_correct","PPI++","PPI++_independent_split",150,0.1,0.114,0.0142129518397833
"glm_correct","PPI++","PPI++_independent_split",150,0.1,0.114,0.0142129518397833
"glm_correct","PPI++","PPI++_independent_split",150,0.15,0.212,0.0182787308093314
"glm_correct","PPI++","PPI++_independent_split",150,0.15,0.212,0.0182787308093314
"glm_correct","PPI++","PPI++_independent_split",150,0.2,0.33,0.0210285520186246
"glm_correct","PPI++","PPI++_independent_split",150,0.2,0.33,0.0210285520186246
"glm_correct","PPI++","PPI++_independent_split",150,0.25,0.462,0.0222960086114085
"glm_correct","PPI++","PPI++_independent_split",150,0.25,0.462,0.0222960086114085
"glm_correct","PPI++","PPI++_independent_split",150,0.3,0.606,0.021852414054287
"glm_correct","PPI++","PPI++_independent_split",150,0.3,0.606,0.021852414054287
"glm_correct","PPI++","PPI++_independent_split",150,0.35,0.728,0.0199005527561422
"glm_correct","PPI++","PPI++_independent_split",150,0.35,0.728,0.0199005527561422
"glm_correct","PPI++","PPI++_independent_split",150,0.4,0.842,0.0163117135825762
"glm_correct","PPI++","PPI++_independent_split",150,0.4,0.842,0.0163117135825762
"glm_correct","PPI++","PPI++_independent_split",150,0.45,0.91,0.0127984374046209
"glm_correct","PPI++","PPI++_independent_split",150,0.45,0.91,0.0127984374046209
"glm_correct","PPI++","PPI++_independent_split",150,0.5,0.956,0.00917213170424412
"glm_correct","PPI++","PPI++_independent_split",150,0.5,0.956,0.00917213170424412
"glm_correct","PPI++","PPI++_independent_split",150,0.55,0.98,0.00626099033699941
"glm_correct","PPI++","PPI++_independent_split",150,0.55,0.98,0.00626099033699941
"glm_correct","PPI++","PPI++_independent_split",150,0.6,0.988,0.00486949689393063
"glm_correct","PPI++","PPI++_independent_split",150,0.6,0.988,0.00486949689393063
"glm_correct","PPI++","PPI++_independent_split",200,0,0.056,0.0102824121683582
"glm_correct","PPI++","PPI++_independent_split",200,0,0.056,0.0102824121683582
"glm_correct","PPI++","PPI++_independent_split",200,0.05,0.068,0.0112584190719657
"glm_correct","PPI++","PPI++_independent_split",200,0.05,0.068,0.0112584190719657
"glm_correct","PPI++","PPI++_independent_split",200,0.1,0.116,0.0143208938268531
"glm_correct","PPI++","PPI++_independent_split",200,0.1,0.116,0.0143208938268531
"glm_correct","PPI++","PPI++_independent_split",200,0.15,0.218,0.0184648855940133
"glm_correct","PPI++","PPI++_independent_split",200,0.15,0.218,0.0184648855940133
"glm_correct","PPI++","PPI++_independent_split",200,0.2,0.382,0.0217290588843604
"glm_correct","PPI++","PPI++_independent_split",200,0.2,0.382,0.0217290588843604
"glm_correct","PPI++","PPI++_independent_split",200,0.25,0.542,0.0222816516443463
"glm_correct","PPI++","PPI++_independent_split",200,0.25,0.542,0.0222816516443463
"glm_correct","PPI++","PPI++_independent_split",200,0.3,0.692,0.0206463556106156
"glm_correct","PPI++","PPI++_independent_split",200,0.3,0.692,0.0206463556106156
"glm_correct","PPI++","PPI++_independent_split",200,0.35,0.818,0.0172554918793989
"glm_correct","PPI++","PPI++_independent_split",200,0.35,0.818,0.0172554918793989
"glm_correct","PPI++","PPI++_independent_split",200,0.4,0.916,0.0124051602166195
"glm_correct","PPI++","PPI++_independent_split",200,0.4,0.916,0.0124051602166195
"glm_correct","PPI++","PPI++_independent_split",200,0.45,0.954,0.00936845771725528
"glm_correct","PPI++","PPI++_independent_split",200,0.45,0.954,0.00936845771725528
"glm_correct","PPI++","PPI++_independent_split",200,0.5,0.978,0.00655987804764693
"glm_correct","PPI++","PPI++_independent_split",200,0.5,0.978,0.00655987804764693
"glm_correct","PPI++","PPI++_independent_split",200,0.55,0.99,0.0044497190922574
"glm_correct","PPI++","PPI++_independent_split",200,0.55,0.99,0.0044497190922574
"glm_correct","PPI++","PPI++_independent_split",200,0.6,1,0
"glm_correct","PPI++","PPI++_independent_split",200,0.6,1,0
"glm_correct","PPI++","PPI++_independent_split",300,0,0.044,0.00917213170424411
"glm_correct","PPI++","PPI++_independent_split",300,0,0.044,0.00917213170424411
"glm_correct","PPI++","PPI++_independent_split",300,0.05,0.058,0.0104533248299285
"glm_correct","PPI++","PPI++_independent_split",300,0.05,0.058,0.0104533248299285
"glm_correct","PPI++","PPI++_independent_split",300,0.1,0.124,0.0147393351274744
"glm_correct","PPI++","PPI++_independent_split",300,0.1,0.124,0.0147393351274744
"glm_correct","PPI++","PPI++_independent_split",300,0.15,0.264,0.0197131428240146
